Date,Population_Data,Regression_Data,LSTM_Data
1900-01-01,1000000.0,,
1900-02-01,988071.0,,
1900-03-01,1050677.0,,
1900-04-01,972802.0,,
1900-05-01,998016.0,,
1900-06-01,997789.0,,
1900-07-01,1022948.0,,
1900-08-01,1010862.0,,
1900-09-01,1008343.0,,
1900-10-01,994885.0,,
1900-11-01,966927.0,,
1900-12-01,945831.0,,
1901-01-01,945548.0,,
1901-02-01,1004836.0,,
1901-03-01,984417.0,,
1901-04-01,1010809.0,,
1901-05-01,987747.0,,
1901-06-01,1004838.0,,
1901-07-01,1011971.0,,
1901-08-01,1022077.0,,
1901-09-01,1012702.0,,
1901-10-01,984793.0,,
1901-11-01,993176.0,,
1901-12-01,946429.0,,
1902-01-01,989649.0,,
1902-02-01,970396.0,,
1902-03-01,1014259.0,,
1902-04-01,958158.0,,
1902-05-01,955625.0,,
1902-06-01,979785.0,,
1902-07-01,1014340.0,,
1902-08-01,1008078.0,,
1902-09-01,959082.0,,
1902-10-01,953846.0,,
1902-11-01,943067.0,,
1902-12-01,933959.0,,
1903-01-01,955764.0,,
1903-02-01,971318.0,,
1903-03-01,986697.0,,
1903-04-01,975579.0,,
1903-05-01,969836.0,,
1903-06-01,955925.0,,
1903-07-01,956510.0,,
1903-08-01,969887.0,,
1903-09-01,973387.0,,
1903-10-01,963291.0,,
1903-11-01,983735.0,,
1903-12-01,988809.0,,
1904-01-01,1013200.0,,
1904-02-01,942866.0,,
1904-03-01,970680.0,,
1904-04-01,950723.0,,
1904-05-01,929149.0,,
1904-06-01,972864.0,,
1904-07-01,932547.0,,
1904-08-01,972584.0,,
1904-09-01,928827.0,,
1904-10-01,987808.0,,
1904-11-01,950903.0,,
1904-12-01,963292.0,,
1905-01-01,985518.0,,
1905-02-01,965082.0,,
1905-03-01,935454.0,,
1905-04-01,948806.0,,
1905-05-01,979327.0,,
1905-06-01,914714.0,,
1905-07-01,930822.0,,
1905-08-01,916098.0,,
1905-09-01,939999.0,,
1905-10-01,961630.0,,
1905-11-01,966874.0,,
1905-12-01,929947.0,,
1906-01-01,942550.0,,
1906-02-01,959341.0,,
1906-03-01,956794.0,,
1906-04-01,939541.0,,
1906-05-01,950407.0,,
1906-06-01,957477.0,,
1906-07-01,935453.0,,
1906-08-01,928258.0,,
1906-09-01,940225.0,,
1906-10-01,915820.0,,
1906-11-01,946326.0,,
1906-12-01,922235.0,,
1907-01-01,955727.0,,
1907-02-01,908287.0,,
1907-03-01,927731.0,,
1907-04-01,927948.0,,
1907-05-01,928475.0,,
1907-06-01,922838.0,,
1907-07-01,951707.0,,
1907-08-01,930208.0,,
1907-09-01,913528.0,,
1907-10-01,929204.0,,
1907-11-01,918807.0,,
1907-12-01,938311.0,,
1908-01-01,940314.0,,
1908-02-01,895887.0,,
1908-03-01,960204.0,,
1908-04-01,903355.0,,
1908-05-01,929500.0,,
1908-06-01,909603.0,,
1908-07-01,941081.0,,
1908-08-01,950407.0,,
1908-09-01,909096.0,,
1908-10-01,942285.0,,
1908-11-01,884701.0,,
1908-12-01,940983.0,,
1909-01-01,937034.0,,
1909-02-01,949118.0,,
1909-03-01,931121.0,,
1909-04-01,884122.0,,
1909-05-01,873825.0,,
1909-06-01,912277.0,,
1909-07-01,947852.0,,
1909-08-01,903172.0,,
1909-09-01,906331.0,,
1909-10-01,941537.0,,
1909-11-01,903306.0,,
1909-12-01,914495.0,,
1910-01-01,911438.0,,
1910-02-01,899554.0,,
1910-03-01,921099.0,,
1910-04-01,907401.0,,
1910-05-01,904796.0,,
1910-06-01,910478.0,,
1910-07-01,913584.0,,
1910-08-01,904385.0,,
1910-09-01,894895.0,,
1910-10-01,881558.0,,
1910-11-01,924644.0,,
1910-12-01,894957.0,,
1911-01-01,919163.0,,
1911-02-01,896346.0,,
1911-03-01,883702.0,,
1911-04-01,906694.0,,
1911-05-01,906769.0,,
1911-06-01,907526.0,,
1911-07-01,896903.0,,
1911-08-01,915713.0,,
1911-09-01,906195.0,,
1911-10-01,876161.0,,
1911-11-01,923210.0,,
1911-12-01,908128.0,,
1912-01-01,901174.0,,
1912-02-01,892787.0,,
1912-03-01,892720.0,,
1912-04-01,912485.0,,
1912-05-01,905474.0,,
1912-06-01,891069.0,,
1912-07-01,894822.0,,
1912-08-01,917679.0,,
1912-09-01,898383.0,,
1912-10-01,902173.0,,
1912-11-01,881334.0,,
1912-12-01,908481.0,,
1913-01-01,895091.0,,
1913-02-01,860216.0,,
1913-03-01,926416.0,,
1913-04-01,875233.0,,
1913-05-01,878410.0,,
1913-06-01,891380.0,,
1913-07-01,895054.0,,
1913-08-01,897985.0,,
1913-09-01,878259.0,,
1913-10-01,877040.0,,
1913-11-01,890438.0,,
1913-12-01,880707.0,,
1914-01-01,873823.0,,
1914-02-01,871417.0,,
1914-03-01,875606.0,,
1914-04-01,871543.0,,
1914-05-01,883869.0,,
1914-06-01,881816.0,,
1914-07-01,886660.0,,
1914-08-01,866262.0,,
1914-09-01,879710.0,,
1914-10-01,914689.0,,
1914-11-01,843996.0,,
1914-12-01,879287.0,,
1915-01-01,912635.0,,
1915-02-01,868789.0,,
1915-03-01,866060.0,,
1915-04-01,873895.0,,
1915-05-01,858508.0,,
1915-06-01,891247.0,,
1915-07-01,880673.0,,
1915-08-01,856020.0,,
1915-09-01,904451.0,,
1915-10-01,864796.0,,
1915-11-01,868365.0,,
1915-12-01,868457.0,,
1916-01-01,863198.0,,
1916-02-01,917580.0,,
1916-03-01,840895.0,,
1916-04-01,874027.0,,
1916-05-01,885356.0,,
1916-06-01,872306.0,,
1916-07-01,876359.0,,
1916-08-01,874782.0,,
1916-09-01,898131.0,,
1916-10-01,850802.0,,
1916-11-01,838153.0,,
1916-12-01,874865.0,,
1917-01-01,863825.0,,
1917-02-01,839584.0,,
1917-03-01,880350.0,,
1917-04-01,836858.0,,
1917-05-01,893944.0,,
1917-06-01,876042.0,,
1917-07-01,876915.0,,
1917-08-01,874238.0,,
1917-09-01,855398.0,,
1917-10-01,876150.0,,
1917-11-01,857378.0,,
1917-12-01,841290.0,,
1918-01-01,826908.0,,
1918-02-01,865863.0,,
1918-03-01,883908.0,,
1918-04-01,865307.0,,
1918-05-01,891042.0,,
1918-06-01,864932.0,,
1918-07-01,868051.0,,
1918-08-01,853946.0,,
1918-09-01,850467.0,,
1918-10-01,877370.0,,
1918-11-01,844167.0,,
1918-12-01,858494.0,,
1919-01-01,851980.0,,
1919-02-01,858454.0,,
1919-03-01,847456.0,,
1919-04-01,844693.0,,
1919-05-01,875883.0,,
1919-06-01,845241.0,,
1919-07-01,894620.0,,
1919-08-01,852425.0,,
1919-09-01,822962.0,,
1919-10-01,846887.0,,
1919-11-01,857767.0,,
1919-12-01,856225.0,,
1920-01-01,839880.0,,
1920-02-01,831172.0,,
1920-03-01,830369.0,,
1920-04-01,868131.0,,
1920-05-01,822043.0,,
1920-06-01,866276.0,,
1920-07-01,851521.0,,
1920-08-01,836641.0,,
1920-09-01,862502.0,,
1920-10-01,839410.0,,
1920-11-01,845763.0,,
1920-12-01,862941.0,,
1921-01-01,822016.0,,
1921-02-01,848886.0,,
1921-03-01,867915.0,,
1921-04-01,863617.0,,
1921-05-01,819934.0,,
1921-06-01,856348.0,,
1921-07-01,849770.0,,
1921-08-01,835741.0,,
1921-09-01,838184.0,,
1921-10-01,818518.0,,
1921-11-01,857545.0,,
1921-12-01,820185.0,,
1922-01-01,841251.0,,
1922-02-01,838718.0,,
1922-03-01,814818.0,,
1922-04-01,834476.0,,
1922-05-01,818464.0,,
1922-06-01,811220.0,,
1922-07-01,808281.0,,
1922-08-01,852037.0,,
1922-09-01,818164.0,,
1922-10-01,820781.0,,
1922-11-01,848672.0,,
1922-12-01,844196.0,,
1923-01-01,838633.0,,
1923-02-01,827017.0,,
1923-03-01,889891.0,,
1923-04-01,841575.0,,
1923-05-01,832236.0,,
1923-06-01,831017.0,,
1923-07-01,833825.0,,
1923-08-01,835771.0,,
1923-09-01,839280.0,,
1923-10-01,803340.0,,
1923-11-01,822246.0,,
1923-12-01,823898.0,,
1924-01-01,787562.0,,
1924-02-01,847619.0,,
1924-03-01,819240.0,,
1924-04-01,835886.0,,
1924-05-01,826802.0,,
1924-06-01,843470.0,,
1924-07-01,851318.0,,
1924-08-01,805705.0,,
1924-09-01,824308.0,,
1924-10-01,801920.0,,
1924-11-01,839650.0,,
1924-12-01,840874.0,,
1925-01-01,796506.0,,
1925-02-01,822317.0,,
1925-03-01,842206.0,,
1925-04-01,832821.0,,
1925-05-01,836185.0,,
1925-06-01,848079.0,,
1925-07-01,828768.0,,
1925-08-01,818442.0,,
1925-09-01,855643.0,,
1925-10-01,802447.0,,
1925-11-01,807020.0,,
1925-12-01,786730.0,,
1926-01-01,815854.0,,
1926-02-01,799502.0,,
1926-03-01,819509.0,,
1926-04-01,814879.0,,
1926-05-01,819755.0,,
1926-06-01,801624.0,,
1926-07-01,818301.0,,
1926-08-01,810965.0,,
1926-09-01,826846.0,,
1926-10-01,830292.0,,
1926-11-01,793218.0,,
1926-12-01,822558.0,,
1927-01-01,855118.0,,
1927-02-01,807729.0,,
1927-03-01,825127.0,,
1927-04-01,814789.0,,
1927-05-01,838336.0,,
1927-06-01,799806.0,,
1927-07-01,825636.0,,
1927-08-01,799920.0,,
1927-09-01,800568.0,,
1927-10-01,805661.0,,
1927-11-01,791786.0,,
1927-12-01,826235.0,,
1928-01-01,762325.0,,
1928-02-01,835099.0,,
1928-03-01,822935.0,,
1928-04-01,800296.0,,
1928-05-01,814289.0,,
1928-06-01,801475.0,,
1928-07-01,827923.0,,
1928-08-01,809750.0,,
1928-09-01,825843.0,,
1928-10-01,806026.0,,
1928-11-01,811638.0,,
1928-12-01,799638.0,,
1929-01-01,798839.0,,
1929-02-01,825766.0,,
1929-03-01,808492.0,,
1929-04-01,786105.0,,
1929-05-01,805225.0,,
1929-06-01,841281.0,,
1929-07-01,795332.0,,
1929-08-01,807590.0,,
1929-09-01,800553.0,,
1929-10-01,840002.0,,
1929-11-01,845171.0,,
1929-12-01,811163.0,,
1930-01-01,797024.0,,
1930-02-01,804572.0,,
1930-03-01,795159.0,,
1930-04-01,801336.0,,
1930-05-01,792767.0,,
1930-06-01,810874.0,,
1930-07-01,775507.0,,
1930-08-01,808275.0,,
1930-09-01,802312.0,,
1930-10-01,792873.0,,
1930-11-01,800561.0,,
1930-12-01,800550.0,,
1931-01-01,794634.0,,
1931-02-01,798880.0,,
1931-03-01,777009.0,,
1931-04-01,798741.0,,
1931-05-01,831621.0,,
1931-06-01,782986.0,,
1931-07-01,811577.0,,
1931-08-01,819482.0,,
1931-09-01,770503.0,,
1931-10-01,801376.0,,
1931-11-01,786173.0,,
1931-12-01,802888.0,,
1932-01-01,806826.0,,
1932-02-01,786704.0,,
1932-03-01,801440.0,,
1932-04-01,832588.0,,
1932-05-01,786781.0,,
1932-06-01,776693.0,,
1932-07-01,797832.0,,
1932-08-01,788803.0,,
1932-09-01,810305.0,,
1932-10-01,800136.0,,
1932-11-01,781850.0,,
1932-12-01,771984.0,,
1933-01-01,797678.0,,
1933-02-01,796580.0,,
1933-03-01,789875.0,,
1933-04-01,806046.0,,
1933-05-01,764585.0,,
1933-06-01,805610.0,,
1933-07-01,773347.0,,
1933-08-01,776982.0,,
1933-09-01,790780.0,,
1933-10-01,787863.0,,
1933-11-01,768620.0,,
1933-12-01,774525.0,,
1934-01-01,807445.0,,
1934-02-01,794867.0,,
1934-03-01,797697.0,,
1934-04-01,802960.0,,
1934-05-01,806555.0,,
1934-06-01,819555.0,,
1934-07-01,781931.0,,
1934-08-01,810476.0,,
1934-09-01,788475.0,,
1934-10-01,785869.0,,
1934-11-01,806368.0,,
1934-12-01,768858.0,,
1935-01-01,774051.0,,
1935-02-01,767083.0,,
1935-03-01,753280.0,,
1935-04-01,779559.0,,
1935-05-01,787507.0,,
1935-06-01,781185.0,,
1935-07-01,782040.0,,
1935-08-01,781679.0,,
1935-09-01,779551.0,,
1935-10-01,775749.0,,
1935-11-01,774104.0,,
1935-12-01,780829.0,,
1936-01-01,782339.0,,
1936-02-01,784689.0,,
1936-03-01,796050.0,,
1936-04-01,811492.0,,
1936-05-01,772945.0,,
1936-06-01,778441.0,,
1936-07-01,790200.0,,
1936-08-01,791676.0,,
1936-09-01,756314.0,,
1936-10-01,788182.0,,
1936-11-01,771700.0,,
1936-12-01,772404.0,,
1937-01-01,748646.0,,
1937-02-01,758685.0,,
1937-03-01,752679.0,,
1937-04-01,764971.0,,
1937-05-01,798915.0,,
1937-06-01,777405.0,,
1937-07-01,765722.0,,
1937-08-01,777231.0,,
1937-09-01,765834.0,,
1937-10-01,777516.0,,
1937-11-01,768187.0,,
1937-12-01,762043.0,,
1938-01-01,789733.0,,
1938-02-01,759222.0,,
1938-03-01,781176.0,,
1938-04-01,809208.0,,
1938-05-01,775883.0,,
1938-06-01,762341.0,,
1938-07-01,775749.0,,
1938-08-01,754844.0,,
1938-09-01,778606.0,,
1938-10-01,767789.0,,
1938-11-01,774741.0,,
1938-12-01,766355.0,,
1939-01-01,790920.0,,
1939-02-01,765729.0,,
1939-03-01,790842.0,,
1939-04-01,759277.0,,
1939-05-01,784100.0,,
1939-06-01,757459.0,,
1939-07-01,771342.0,,
1939-08-01,777626.0,,
1939-09-01,781321.0,,
1939-10-01,772360.0,,
1939-11-01,766402.0,,
1939-12-01,749741.0,,
1940-01-01,767815.0,,
1940-02-01,723766.0,,
1940-03-01,751363.0,,
1940-04-01,765734.0,,
1940-05-01,750054.0,,
1940-06-01,785495.0,,
1940-07-01,789546.0,,
1940-08-01,771918.0,,
1940-09-01,768727.0,,
1940-10-01,778036.0,,
1940-11-01,755586.0,,
1940-12-01,760174.0,,
1941-01-01,796468.0,,
1941-02-01,788349.0,,
1941-03-01,753557.0,,
1941-04-01,782948.0,,
1941-05-01,729390.0,,
1941-06-01,758938.0,,
1941-07-01,769451.0,,
1941-08-01,775596.0,,
1941-09-01,761630.0,,
1941-10-01,772481.0,,
1941-11-01,761644.0,,
1941-12-01,769357.0,,
1942-01-01,779098.0,,
1942-02-01,783957.0,,
1942-03-01,773604.0,,
1942-04-01,735940.0,,
1942-05-01,762740.0,,
1942-06-01,780845.0,,
1942-07-01,758428.0,,
1942-08-01,803618.0,,
1942-09-01,735951.0,,
1942-10-01,770701.0,,
1942-11-01,753388.0,,
1942-12-01,758371.0,,
1943-01-01,742905.0,,
1943-02-01,781989.0,,
1943-03-01,774478.0,,
1943-04-01,775676.0,,
1943-05-01,780555.0,,
1943-06-01,747935.0,,
1943-07-01,761981.0,,
1943-08-01,753430.0,,
1943-09-01,747107.0,,
1943-10-01,771796.0,,
1943-11-01,776218.0,,
1943-12-01,767105.0,,
1944-01-01,754683.0,,
1944-02-01,771363.0,,
1944-03-01,775465.0,,
1944-04-01,753108.0,,
1944-05-01,767467.0,,
1944-06-01,768851.0,,
1944-07-01,753859.0,,
1944-08-01,769479.0,,
1944-09-01,773989.0,,
1944-10-01,793150.0,,
1944-11-01,769990.0,,
1944-12-01,734514.0,,
1945-01-01,735699.0,,
1945-02-01,763323.0,,
1945-03-01,769819.0,,
1945-04-01,756691.0,,
1945-05-01,776087.0,,
1945-06-01,766465.0,,
1945-07-01,751753.0,,
1945-08-01,732247.0,,
1945-09-01,744320.0,,
1945-10-01,761154.0,,
1945-11-01,754848.0,,
1945-12-01,775477.0,,
1946-01-01,791630.0,,
1946-02-01,762306.0,,
1946-03-01,762611.0,,
1946-04-01,747739.0,,
1946-05-01,736284.0,,
1946-06-01,725418.0,,
1946-07-01,770740.0,,
1946-08-01,738681.0,,
1946-09-01,784020.0,,
1946-10-01,750659.0,,
1946-11-01,729946.0,,
1946-12-01,759777.0,,
1947-01-01,758422.0,,
1947-02-01,767154.0,,
1947-03-01,758111.0,,
1947-04-01,800773.0,,
1947-05-01,753627.0,,
1947-06-01,762338.0,,
1947-07-01,751374.0,,
1947-08-01,731778.0,,
1947-09-01,737414.0,,
1947-10-01,767692.0,,
1947-11-01,737086.0,,
1947-12-01,770690.0,,
1948-01-01,777705.0,,
1948-02-01,768058.0,,
1948-03-01,751948.0,,
1948-04-01,739970.0,,
1948-05-01,746715.0,,
1948-06-01,779756.0,,
1948-07-01,762432.0,,
1948-08-01,797720.0,,
1948-09-01,745217.0,,
1948-10-01,741012.0,,
1948-11-01,788292.0,,
1948-12-01,744955.0,,
1949-01-01,753268.0,,
1949-02-01,759846.0,,
1949-03-01,751028.0,,
1949-04-01,765094.0,,
1949-05-01,744245.0,,
1949-06-01,761029.0,,
1949-07-01,757330.0,,
1949-08-01,727331.0,,
1949-09-01,762550.0,,
1949-10-01,748552.0,,
1949-11-01,744283.0,,
1949-12-01,761233.0,,
1950-01-01,762343.0,,
1950-02-01,764963.0,,
1950-03-01,780692.0,,
1950-04-01,731121.0,,
1950-05-01,767216.0,,
1950-06-01,751520.0,,
1950-07-01,754538.0,,
1950-08-01,769949.0,,
1950-09-01,732683.0,,
1950-10-01,763226.0,,
1950-11-01,774294.0,,
1950-12-01,748252.0,,
1951-01-01,736154.0,,
1951-02-01,750555.0,,
1951-03-01,734857.0,,
1951-04-01,743707.0,,
1951-05-01,755427.0,,
1951-06-01,766019.0,,
1951-07-01,751549.0,,
